Border,Date,Measure,Value,Average
US-Mexico Border,12/01/2004 12:00:00 AM,Train Passengers,1086,10802
US-Mexico Border,12/01/2004 12:00:00 AM,Trains,638,1683
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,18080733,11661065
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicles,7896957,5098168
US-Mexico Border,12/01/2003 12:00:00 AM,Pedestrians,4596477,2063606
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,4523405,11661065
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicles,2193652,5098168
US-Canada Border,12/01/2003 12:00:00 AM,Trucks,500516,460451
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Full,420806,329455
US-Mexico Border,12/01/2003 12:00:00 AM,Trucks,338505,460451
US-Mexico Border,12/01/2003 12:00:00 AM,Bus Passengers,308910,323898
US-Canada Border,12/01/2003 12:00:00 AM,Bus Passengers,236257,323898
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Full,207978,329455
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Empty,138143,115854
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Full,117567,65145
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Empty,73240,115854
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Empty,38320,30839
US-Canada Border,12/01/2003 12:00:00 AM,Pedestrians,35722,2063606
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Empty,32888,30839
US-Mexico Border,12/01/2003 12:00:00 AM,Buses,25282,19046
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Full,17982,65145
US-Canada Border,12/01/2003 12:00:00 AM,Train Passengers,14959,11012
US-Canada Border,12/01/2003 12:00:00 AM,Buses,10418,19046
US-Canada Border,12/01/2003 12:00:00 AM,Trains,2882,1673
US-Mexico Border,12/01/2003 12:00:00 AM,Train Passengers,1059,11012
US-Mexico Border,12/01/2003 12:00:00 AM,Trains,652,1673
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,17916036,11983315
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicles,7939876,5149959
US-Mexico Border,12/01/2002 12:00:00 AM,Pedestrians,4923075,2057926
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,4873112,11983315
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicles,2412388,5149959
US-Canada Border,12/01/2002 12:00:00 AM,Trucks,512209,461460
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Full,425003,324713
US-Mexico Border,12/01/2002 12:00:00 AM,Bus Passengers,358127,326304
US-Mexico Border,12/01/2002 12:00:00 AM,Trucks,329204,461460
US-Canada Border,12/01/2002 12:00:00 AM,Bus Passengers,255742,326304
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Full,188444,324713
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Empty,141498,117929
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Full,114804,63736
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Empty,72516,117929
US-Canada Border,12/01/2002 12:00:00 AM,Pedestrians,51264,2057926
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Empty,36347,30010
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Empty,29405,30010
US-Mexico Border,12/01/2002 12:00:00 AM,Buses,28023,18760
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Full,19652,63736
US-Canada Border,12/01/2002 12:00:00 AM,Train Passengers,14339,11256
US-Canada Border,12/01/2002 12:00:00 AM,Buses,10241,18760
US-Canada Border,12/01/2002 12:00:00 AM,Trains,2275,1657
US-Mexico Border,12/01/2002 12:00:00 AM,Train Passengers,984,11256
US-Mexico Border,12/01/2002 12:00:00 AM,Trains,610,1657
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,17439036,12393120
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,7243488,5193778
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,4571754,2025976
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,4452131,12393120
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicles,2172450,5193778
US-Canada Border,12/01/2001 12:00:00 AM,Trucks,455087,457396
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Full,375793,315121
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,321961,457396
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,315391,321907
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,210570,321907
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,169523,315121
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,151569,116081
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,96308,61657
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,69582,116081
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,32353,29005
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,29778,29005
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,27496,2025976
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,24260,18470
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,18543,61657
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,16842,11200
US-Canada Border,12/01/2001 12:00:00 AM,Buses,8381,18470
US-Canada Border,12/01/2001 12:00:00 AM,Trains,2585,1635
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,1180,11200
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,574,1635
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,12728446
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,5185722
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,12728446
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,1882474
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2492742,5185722
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,475067,452358
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,301096
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,452358
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286591,317547
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,317547
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,301096
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,110473
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,57345
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60704,110473
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,1882474
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26822,26786
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,26786
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,17789
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,11004
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,57345
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11055,17789
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2610,1566
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,11004
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,1566
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,91026
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,273390
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,91026
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,774687
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2706197,273390
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531633,53321
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405789,40123
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,53321
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,3998
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,3998
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,40123
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,1065
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,3995
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64679,1065
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,774687
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,4812
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,4812
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,2230
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,3995
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,164
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10447,2230
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,145
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,164
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,145
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,11389748,9178865
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicles,6083730,4533188
US-Mexico Border,11/01/2018 12:00:00 AM,Pedestrians,3959951,1879913
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,3523204,9178865
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicles,1933646,4533188
US-Mexico Border,11/01/2018 12:00:00 AM,Trucks,535417,460861
US-Canada Border,11/01/2018 12:00:00 AM,Trucks,476793,460861
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Full,390148,336817
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Full,358925,336817
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Full,163324,74308
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Empty,150973,119097
US-Mexico Border,11/01/2018 12:00:00 AM,Bus Passengers,150920,248898
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Empty,127697,119097
US-Canada Border,11/01/2018 12:00:00 AM,Bus Passengers,105606,248898
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Empty,59112,41493
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Empty,54868,41493
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Full,41616,74308
US-Canada Border,11/01/2018 12:00:00 AM,Pedestrians,21290,1879913
US-Mexico Border,11/01/2018 12:00:00 AM,Buses,13325,15147
US-Canada Border,11/01/2018 12:00:00 AM,Train Passengers,11720,11275
US-Canada Border,11/01/2018 12:00:00 AM,Buses,4777,15147
US-Canada Border,11/01/2018 12:00:00 AM,Trains,1979,1608
US-Mexico Border,11/01/2018 12:00:00 AM,Train Passengers,1017,11275
US-Mexico Border,11/01/2018 12:00:00 AM,Trains,970,1608
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,9231422
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,4543202
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,1877160
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,9231422
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,4543202
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,458368
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,458368
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,335007
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,335007
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,117818
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,73131
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,254340
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,117818
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,254340
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,40707
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,40707
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,73131
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,1877160
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,15426
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,11202
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,15426
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,1618
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,1618
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,11202
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,11496406,9302220
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicles,6199468,4556689
US-Mexico Border,11/01/2016 12:00:00 AM,Pedestrians,3663638,1883379
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,3505423,9302220
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicles,2021594,4556689
US-Canada Border,11/01/2016 12:00:00 AM,Trucks,492637,456202
US-Mexico Border,11/01/2016 12:00:00 AM,Trucks,492340,456202
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Full,403023,332499
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Full,339115,332499
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Empty,150063,115724
US-Mexico Border,11/01/2016 12:00:00 AM,Bus Passengers,148799,260419
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Full,134162,72069
US-Canada Border,11/01/2016 12:00:00 AM,Bus Passengers,115672,260419
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Empty,95053,115724
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Empty,54951,39948
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Empty,42914,39948
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Full,41657,72069
US-Canada Border,11/01/2016 12:00:00 AM,Pedestrians,21239,1883379
US-Mexico Border,11/01/2016 12:00:00 AM,Buses,13564,15700
US-Canada Border,11/01/2016 12:00:00 AM,Train Passengers,12683,11135
US-Canada Border,11/01/2016 12:00:00 AM,Buses,5577,15700
US-Canada Border,11/01/2016 12:00:00 AM,Trains,2561,1627
US-Mexico Border,11/01/2016 12:00:00 AM,Train Passengers,919,11135
US-Mexico Border,11/01/2016 12:00:00 AM,Trains,874,1627
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,11630109,9386742
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicles,6255819,4573030
US-Mexico Border,11/01/2015 12:00:00 AM,Pedestrians,3551959,1890190
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,3549922,9386742
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicles,2055745,4573030
US-Canada Border,11/01/2015 12:00:00 AM,Trucks,486513,454470
US-Mexico Border,11/01/2015 12:00:00 AM,Trucks,449882,454470
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Full,383318,330487
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Full,315596,330487
US-Mexico Border,11/01/2015 12:00:00 AM,Bus Passengers,185505,265454
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Full,130876,71191
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Empty,130106,115584
US-Canada Border,11/01/2015 12:00:00 AM,Bus Passengers,115394,265454
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Empty,93427,115584
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Empty,54134,39526
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Empty,40707,39526
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Full,38283,71191
US-Canada Border,11/01/2015 12:00:00 AM,Pedestrians,19487,1890190
US-Mexico Border,11/01/2015 12:00:00 AM,Buses,17118,15969
US-Canada Border,11/01/2015 12:00:00 AM,Train Passengers,12255,11051
US-Canada Border,11/01/2015 12:00:00 AM,Buses,5605,15969
US-Canada Border,11/01/2015 12:00:00 AM,Trains,2503,1625
US-Mexico Border,11/01/2015 12:00:00 AM,Trains,837,1625
US-Mexico Border,11/01/2015 12:00:00 AM,Train Passengers,281,11051
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,11352221,9483827
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicles,6009914,4592171
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,4249889,9483827
US-Mexico Border,11/01/2014 12:00:00 AM,Pedestrians,3440311,1900862
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicles,2349123,4592171
US-Canada Border,11/01/2014 12:00:00 AM,Trucks,459342,453459
US-Mexico Border,11/01/2014 12:00:00 AM,Trucks,427444,453459
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Full,349315,329135
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Full,303777,329135
US-Mexico Border,11/01/2014 12:00:00 AM,Bus Passengers,206372,270160
US-Canada Border,11/01/2014 12:00:00 AM,Bus Passengers,141118,270160
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Full,124686,70127
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Empty,121349,115275
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Empty,104844,115275
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Empty,63378,38840
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Full,39059,70127
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Empty,34024,38840
US-Canada Border,11/01/2014 12:00:00 AM,Pedestrians,18793,1900862
US-Mexico Border,11/01/2014 12:00:00 AM,Buses,17323,16200
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,12515,10961
US-Canada Border,11/01/2014 12:00:00 AM,Buses,6521,16200
US-Canada Border,11/01/2014 12:00:00 AM,Trains,2350,1621
US-Mexico Border,11/01/2014 12:00:00 AM,Train Passengers,843,10961
US-Mexico Border,11/01/2014 12:00:00 AM,Trains,801,1621
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,10277332,9601571
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicles,5537245,4619314
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,4651280,9601571
US-Mexico Border,11/01/2013 12:00:00 AM,Pedestrians,3602599,1911663
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,2548543,4619314
US-Canada Border,11/01/2013 12:00:00 AM,Trucks,462484,452648
US-Mexico Border,11/01/2013 12:00:00 AM,Trucks,428552,452648
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,333243,328887
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Full,296073,328887
US-Mexico Border,11/01/2013 12:00:00 AM,Bus Passengers,193986,274373
US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,167570,274373
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,135455,69059
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,130228,114902
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,99321,114902
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,61616,38017
US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,39368,69059
US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Empty,37235,38017
US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,18442,1911663
US-Mexico Border,11/01/2013 12:00:00 AM,Buses,16874,16409
US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,12060,10874
US-Canada Border,11/01/2013 12:00:00 AM,Buses,7378,16409
US-Canada Border,11/01/2013 12:00:00 AM,Trains,2537,1621
US-Mexico Border,11/01/2013 12:00:00 AM,Trains,826,1621
US-Mexico Border,11/01/2013 12:00:00 AM,Train Passengers,368,10874
US-Mexico Border,11/01/2012 12:00:00 AM,Personal Vehicle Passengers,9662909,9752980
US-Mexico Border,11/01/2012 12:00:00 AM,Personal Vehicles,5295932,4656817
US-Canada Border,11/01/2012 12:00:00 AM,Personal Vehicle Passengers,4637052,9752980
US-Mexico Border,11/01/2012 12:00:00 AM,Pedestrians,3560048,1925610
US-Canada Border,11/01/2012 12:00:00 AM,Personal Vehicles,2539381,4656817
US-Canada Border,11/01/2012 12:00:00 AM,Trucks,471541,452849
US-Mexico Border,11/01/2012 12:00:00 AM,Trucks,427865,452849
US-Canada Border,11/01/2012 12:00:00 AM,Truck Containers Full,345745,329846
US-Mexico Border,11/01/2012 12:00:00 AM,Truck Containers Full,289178,329846
US-Mexico Border,11/01/2012 12:00:00 AM,Bus Passengers,217071,278734
US-Canada Border,11/01/2012 12:00:00 AM,Bus Passengers,153491,278734
